Cause	Effect	Regulators	Mediators
b0683	b2938		b1658
b0683	b1207		b1658
b0683	b2551		b1658
b0683	b2499		b1658
b0683	b2500		b1658
b0683	b2903	b3357	b1658
b0683	b2904	b3357	b1658
b0683	b2905	b3357	b1658
b0683	b0336		b1658
b0683	b0337		b1658
b0683	b2553		b1658
b0683	b0522		b1658
b0683	b0523		b1658
b0683	b0945		b1658
b0683	b2311		b1658
b0683	b2312		b1658
b0683	b2313		b1658
b0683	b1131		b1658
b0683	b1132		b1658
b0683	b1062		b1658
b0683	b2557		b1658
b0683	b4005		b1658
b0683	b4006		b1658
b0683	b2476		b1658
b0683	b4013		b3938
b0683	b3941		b3938
b0683	b0605	b3961	b3938
b0683	b0606	b3961	b3938
b0683	b3008		b3938
b0683	b3829	b3961	b3938
b0683	b3828	b3961	b3938
b0683	b3940		b3938
b0683	b3939		b3938
b0683	b2942	b3357	b3938
b0683	b2153		b3938
b0683	b2152		b3938
b0683	b0197		b3938
b0683	b0198		b3938
b0683	b0199		b3938
